2016-09-14 18:20:23,945 [Worker-4] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: br.edu.ufcg.ccc:submission:1.0 @ /home/luke/git/Roteiros-LEDA/R14-02-Rot-ArvoreAVL-environment/pom.xml.
2016-09-14 18:30:00,373 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.jar
2016-09-14 18:30:08,111 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.jar
2016-09-14 18:30:12,347 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.jar
2016-09-14 18:30:15,962 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.pom
2016-09-14 18:30:17,697 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.pom
2016-09-14 18:30:19,417 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.5.1/maven-compiler-plugin-3.5.1.pom
2016-09-14 18:30:23,513 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-core/3.0/maven-core-3.0.pom
2016-09-14 18:30:25,251 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.pom
2016-09-14 18:30:26,997 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.pom
2016-09-14 18:30:30,285 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-settings/3.0/maven-settings-3.0.pom
2016-09-14 18:30:32,072 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.pom
2016-09-14 18:30:33,798 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.pom
2016-09-14 18:30:37,074 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.pom
2016-09-14 18:30:38,388 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.pom
2016-09-14 18:30:39,789 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.pom
2016-09-14 18:30:42,563 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.pom
2016-09-14 18:30:44,080 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.pom
2016-09-14 18:30:45,585 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.pom
2016-09-14 18:30:48,847 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-components/1.1.18/plexus-components-1.1.18.pom
2016-09-14 18:30:50,645 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/1.1.18/plexus-components-1.1.18.pom
2016-09-14 18:30:51,952 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/1.1.18/plexus-components-1.1.18.pom
2016-09-14 18:30:54,595 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.pom
2016-09-14 18:30:55,998 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.pom
2016-09-14 18:30:57,395 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.pom
2016-09-14 18:31:00,482 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.pom
2016-09-14 18:31:02,110 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.pom
2016-09-14 18:31:03,801 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.pom
2016-09-14 18:31:07,183 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.pom
2016-09-14 18:31:09,164 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.pom
2016-09-14 18:31:11,165 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.pom
2016-09-14 18:31:14,712 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-api/1.7/aether-api-1.7.pom
2016-09-14 18:31:16,314 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.pom
2016-09-14 18:31:17,953 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.pom
2016-09-14 18:31:21,302 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-parent/1.7/aether-parent-1.7.pom
2016-09-14 18:31:23,138 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-parent/1.7/aether-parent-1.7.pom
2016-09-14 18:31:24,882 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-parent/1.7/aether-parent-1.7.pom
2016-09-14 18:31:28,347 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-util/1.7/aether-util-1.7.pom
2016-09-14 18:31:30,123 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.pom
2016-09-14 18:31:31,844 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.pom
2016-09-14 18:31:35,686 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.pom
2016-09-14 18:31:37,540 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.pom
2016-09-14 18:31:39,427 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.pom
2016-09-14 18:31:43,116 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.pom
2016-09-14 18:31:44,498 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.pom
2016-09-14 18:31:45,861 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.pom
2016-09-14 18:31:49,450 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-api/2.7/plexus-compiler-api-2.7.pom
2016-09-14 18:31:50,689 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-api/2.7/plexus-compiler-api-2.7.pom
2016-09-14 18:31:51,838 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-api/2.7/plexus-compiler-api-2.7.pom
2016-09-14 18:31:54,403 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler/2.7/plexus-compiler-2.7.pom
2016-09-14 18:31:55,778 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler/2.7/plexus-compiler-2.7.pom
2016-09-14 18:31:57,283 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler/2.7/plexus-compiler-2.7.pom
2016-09-14 18:31:59,966 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-components/4.0/plexus-components-4.0.pom
2016-09-14 18:32:01,256 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/4.0/plexus-components-4.0.pom
2016-09-14 18:32:02,443 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-components/4.0/plexus-components-4.0.pom
2016-09-14 18:32:04,721 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus/4.0/plexus-4.0.pom
2016-09-14 18:32:05,900 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/4.0/plexus-4.0.pom
2016-09-14 18:32:07,115 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/4.0/plexus-4.0.pom
2016-09-14 18:32:09,653 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.pom
2016-09-14 18:32:11,099 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.pom
2016-09-14 18:32:12,453 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.pom
2016-09-14 18:32:15,428 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-manager/2.7/plexus-compiler-manager-2.7.pom
2016-09-14 18:32:16,705 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-manager/2.7/plexus-compiler-manager-2.7.pom
2016-09-14 18:32:18,139 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-manager/2.7/plexus-compiler-manager-2.7.pom
2016-09-14 18:32:21,056 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-javac/2.7/plexus-compiler-javac-2.7.pom
2016-09-14 18:32:22,631 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-javac/2.7/plexus-compiler-javac-2.7.pom
2016-09-14 18:32:24,226 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compiler-javac/2.7/plexus-compiler-javac-2.7.pom
2016-09-14 18:32:27,224 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compilers/2.7/plexus-compilers-2.7.pom
2016-09-14 18:32:28,930 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compilers/2.7/plexus-compilers-2.7.pom
2016-09-14 18:32:30,161 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-compilers/2.7/plexus-compilers-2.7.pom
2016-09-14 18:32:32,723 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-core/3.0/maven-core-3.0.jar
2016-09-14 18:32:34,929 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-settings/3.0/maven-settings-3.0.jar
2016-09-14 18:32:37,288 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.jar
2016-09-14 18:32:39,779 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.jar
2016-09-14 18:32:42,497 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.jar
2016-09-14 18:32:45,314 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.jar
2016-09-14 18:32:48,390 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.jar
2016-09-14 18:32:51,580 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.jar
2016-09-14 18:32:54,974 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-api/1.7/aether-api-1.7.jar
2016-09-14 18:32:57,862 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/sonatype/aether/aether-util/1.7/aether-util-1.7.jar
2016-09-14 18:33:01,265 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.jar
2016-09-14 18:33:04,195 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-api/2.7/plexus-compiler-api-2.7.jar
2016-09-14 18:33:06,503 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-manager/2.7/plexus-compiler-manager-2.7.jar
2016-09-14 18:33:08,599 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://web.cloud.lsd.ufcg.edu.br:44174/nexus/content/repositories/br.edu.ufcg/org/codehaus/plexus/plexus-compiler-javac/2.7/plexus-compiler-javac-2.7.jar
2016-09-14 18:33:09,785 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.jar
2016-09-14 18:33:18,402 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.jar
2016-09-14 18:33:19,540 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.jar
2016-09-14 18:33:20,616 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.jar
2016-09-14 18:33:21,694 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.jar
2016-09-14 18:33:22,834 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.jar
2016-09-14 18:33:24,085 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.jar
2016-09-14 18:33:25,383 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.jar
2016-09-14 18:33:26,669 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.jar
2016-09-14 18:33:35,385 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.jar
2016-09-14 18:33:36,342 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.jar
2016-09-14 18:33:37,324 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.jar
2016-09-14 18:33:38,274 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.jar
2016-09-14 18:33:39,350 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.jar
2016-09-14 18:33:40,438 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.jar
2016-09-14 18:33:41,656 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.jar
2016-09-14 18:33:42,719 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.jar
2016-09-14 18:33:52,497 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.jar
2016-09-14 18:33:53,683 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.jar
2016-09-14 18:33:58,002 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.jar
2016-09-14 18:33:58,929 [Worker-6] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.jar
